id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
106067,AR01111,"Beuys, Joseph",artist,747,Joseph Beuys: Wasserfarben. Kunstverein für die Rheinlande und Westfalen Düsseldorf Grabbeplatz Kunsthalle,1986,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1986,2009,image: 769 x 500 mm,769,500,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01111_8.jpg,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-wasserfarben-kunstverein-fur-die-rheinlande-und-westfalen-dusseldorf-ar01111
106068,AR01112,"Beuys, Joseph",artist,747,"Filme Beuys,  Kassel",c.1985,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1985,2009,image: 841 x 603 mm,841,603,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01112_8.jpg,http://www.tate.org.uk/art/artworks/beuys-filme-beuys-kassel-ar01112
106069,AR01113,"Beuys, Joseph",artist,747,Joseph Beuys. Zeichnungen Kunstahlle Kiel,1971,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1971,2009,image: 802 x 593 mm,802,593,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01113_8.jpg,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-zeichnungen-kunstahlle-kiel-ar01113
106070,AR01114,"Beuys, Joseph",artist,747,Die Unsichtbare Skulptur. Kassel,c.1989,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1989,2009,image: 835 x 593 mm,835,593,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01114_8.jpg,http://www.tate.org.uk/art/artworks/beuys-die-unsichtbare-skulptur-kassel-ar01114
106071,AR01115,"Beuys, Joseph",artist,747,"Von Lehmbruck bis Beuys. Wilhelm-Lehmbruck-Museum, Duisburg",1978,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1978,2009,image: 845 x 553 mm,845,553,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01115_8.jpg,http://www.tate.org.uk/art/artworks/beuys-von-lehmbruck-bis-beuys-wilhelm-lehmbruck-museum-duisburg-ar01115
106072,AR01116,"Beuys, Joseph",artist,747,Joseph Beuys. 7000 Eichen,1984,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1984,2009,image: 593 x 839 mm,593,839,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01116_8.jpg,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-7000-eichen-ar01116
106073,AR01117,"Beuys, Joseph",artist,747,Beuys.,1974,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1974,2009,image: 866 x 580 mm,866,580,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01117_8.jpg,http://www.tate.org.uk/art/artworks/beuys-beuys-ar01117
106075,AR01118,"Beuys, Joseph",artist,747,Joseph Beuys: Multiples.,1999,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1999,2009,image: 1468 x 735 mm,1468,735,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01118_8.jpg,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-multiples-ar01118
106076,AR01119,"Beuys, Joseph",artist,747,"Joseph Beuys, Werke aus der Sammlung Karl Stroher",1970,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1970,2009,image: 1245 x 832 mm,1245,832,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01119_8.jpg,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-werke-aus-der-sammlung-karl-stroher-ar01119
106077,AR01120,"Beuys, Joseph",artist,747,"Joseph Beuys. Kunstmuseum, Basel",1987,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1987,2009,image: 1156 x 736 mm,1156,736,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01120_8.jpg,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-kunstmuseum-basel-ar01120
106078,AR01121,"Beuys, Joseph",artist,747,"Joseph Beuys: Arena. Museum für Gegenwartskunst, Basel",1994,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1994,2009,image: 1224 x 854 mm,1224,854,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01121_8.jpg,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-arena-museum-fur-gegenwartskunst-basel-ar01121
106079,AR01122,"Beuys, Joseph",artist,747,Hallen für Neue Kunst,date not known,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,,2009,image: 1275 x 901 mm,1275,901,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01122_8.jpg,http://www.tate.org.uk/art/artworks/beuys-hallen-fur-neue-kunst-ar01122
106080,AR01123,"Beuys, Joseph",artist,747,Joseph Beuys. Ölfarben 1949-1967,1985,Print on paper,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1985,2009,image: 1252 x 880 mm,1252,880,,mm,,"© DACS, 2014",http://www.tate.org.uk/art/images/work/AR/AR01123_8.jpg,http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-olfarben-1949-1967-ar01123
104920,AR01124,"Hamilton Finlay, Ian",artist,1093,IDYLLS END IN THUNDERSTORMS,1986,Wall text,ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the artist's estate 2010,1986,2010,Overall displayed dimensions variable,,,,,,© Estate of Ian Hamilton Finlay,http://www.tate.org.uk/art/images/work/AR/AR01124_8.jpg,http://www.tate.org.uk/art/artworks/hamilton-finlay-idylls-end-in-thunderstorms-ar01124
104921,AR01125,"Hamilton Finlay, Ian",artist,1093,A LAST WORD: RUDDER,1999,Household paint on wall,ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the artist's estate 2010 ,1999,2010,Overall displayed dimensions variable,,,,,,© Estate of Ian Hamilton Finlay,http://www.tate.org.uk/art/images/work/AR/AR01125_8.jpg,http://www.tate.org.uk/art/artworks/hamilton-finlay-a-last-word-rudder-ar01125
104853,AR01126,"Ruscha, Edward",artist,1882,The Music from the Balconies,1984,Oil paint on canvas,"ARTIST ROOMS Tate and the National Galleries of Scotland. Presented by the artist, 2009 ",1984,2010,unconfirmed: 2515 x 2057 mm,2515,2057,,mm,,© Ed Ruscha,http://www.tate.org.uk/art/images/work/AR/AR01126_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-the-music-from-the-balconies-ar01126
111887,AR01127,"Therrien, Robert",artist,2312,No Title (Stacked Plates),2010,Plastic,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011 ",2010,2010,displayed: 2390 x 1370 x 1370 mm,2390,1370,1370,mm,,© Robert Therrien,http://www.tate.org.uk/art/images/work/AR/AR01127_8.jpg,http://www.tate.org.uk/art/artworks/therrien-no-title-stacked-plates-ar01127
98370,AR01128,"Therrien, Robert",artist,2312,No Title (Beard Cart),2004,"Steel plate, stainless steel, plastic, wood, rubber, human hair and plaster",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the artist 2010,2004,2010,displayed: 2235 x 1162 x 1221 mm,2235,1162,1221,mm,,© Robert Therrien,http://www.tate.org.uk/art/images/work/AR/AR01128_8.jpg,http://www.tate.org.uk/art/artworks/therrien-no-title-beard-cart-ar01128
115252,AR01129,"Koons, Jeff",artist,2368,Art Magazine Ads (Arts),1988–9,Lithograph on paper,ARTIST ROOMS Tate and National Galleries of Scotland. Acquired jointly through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1988,2008,support: 915 x 712 mm,915,712,,mm,,,,http://www.tate.org.uk/art/artworks/koons-art-magazine-ads-arts-ar01129
115254,AR01130,"Koons, Jeff",artist,2368,Art Magazine Ads (Flash Art),1988–9,Lithograph on paper,ARTIST ROOMS Tate and National Galleries of Scotland. Acquired jointly through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1988,2008,support: 915 x 712 mm,915,712,,mm,,,,http://www.tate.org.uk/art/artworks/koons-art-magazine-ads-flash-art-ar01130
115255,AR01131,"Koons, Jeff",artist,2368,Art Magazine Ads (Art Forum),1988–9,Lithograph on paper,ARTIST ROOMS Tate and National Galleries of Scotland. Acquired jointly through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1988,2008,support: 915 x 712 mm,915,712,,mm,,,,http://www.tate.org.uk/art/artworks/koons-art-magazine-ads-art-forum-ar01131
111597,AR01132,"Holzer, Jenny",artist,1307,Phase I... Running Start Shape the Battlespace pewter,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011 ",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,,© Jenny Holzer,http://www.tate.org.uk/art/images/work/AR/AR01132_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-i-running-start-shape-the-battlespace-pewter-ar01132
111598,AR01133,"Holzer, Jenny",artist,1307,Phase II... Running Start Decisive Operations violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011 ",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,,© Jenny Holzer,http://www.tate.org.uk/art/images/work/AR/AR01133_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-ii-running-start-decisive-operations-violet-ar01133
111599,AR01134,"Holzer, Jenny",artist,1307,Force at End of Phase III (If Required) violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011 ",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,,© Jenny Holzer,http://www.tate.org.uk/art/images/work/AR/AR01134_8.jpg,http://www.tate.org.uk/art/artworks/holzer-force-at-end-of-phase-iii-if-required-violet-ar01134
111600,AR01135,"Holzer, Jenny",artist,1307,Phase III - Decisive Operations violet,2007,Oil paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation 2011 ",2007,2011,support: 2011 x 2600 x 40 mm,2011,2600,40,mm,,© Jenny Holzer,http://www.tate.org.uk/art/images/work/AR/AR01135_8.jpg,http://www.tate.org.uk/art/artworks/holzer-phase-iii-decisive-operations-violet-ar01135
105644,AR01136,"Kounellis, Jannis",artist,1438,Untitled,1969,Stone,ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the artist 2010,1969,2011,Overall display dimensions variable,,,,,,© Jannis Kounellis,http://www.tate.org.uk/art/images/work/AR/AR01136_8.jpg,http://www.tate.org.uk/art/artworks/kounellis-untitled-ar01136
97274,AR01137,"Mapplethorpe, Robert",artist,11413,David Hockney,"1976, printed 2003","Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1976,2011,unconfirmed: 508 x 406 mm,508,406,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-david-hockney-ar01137
97252,AR01138,"Mapplethorpe, Robert",artist,11413,Patrice,"1977, printed 1992","Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1977,2011,unconfirmed: 508 x 406 mm,508,406,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-patrice-ar01138
97270,AR01139,"Mapplethorpe, Robert",artist,11413,Bruce Chatwin,1979,"Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1979,2011,unconfirmed: 508 x 406 mm,508,406,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-bruce-chatwin-ar01139
97242,AR01140,"Mapplethorpe, Robert",artist,11413,Bob Love,1979,"Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1979,2011,unconfirmed: 508 x 406 mm,508,406,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-bob-love-ar01140
97245,AR01141,"Mapplethorpe, Robert",artist,11413,Feet,1982,"Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1982,2011,unconfirmed: 508 x 406 mm,508,406,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-feet-ar01141
97244,AR01142,"Mapplethorpe, Robert",artist,11413,Ken Moody,1983,"Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1983,2011,unconfirmed: 508 x 406 mm,508,406,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-ken-moody-ar01142
97259,AR01143,"Mapplethorpe, Robert",artist,11413,Alice Neel,"1984, printed 1992","Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1984,2011,unconfirmed: 508 x 406 mm,508,406,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-alice-neel-ar01143
97282,AR01144,"Mapplethorpe, Robert",artist,11413,Orchid,1987,"Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1987,2011,unconfirmed: 610 x 508 mm,610,508,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-orchid-ar01144
97283,AR01145,"Mapplethorpe, Robert",artist,11413,Orchid,1988,"Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1988,2011,unconfirmed: 610 x 508 mm,610,508,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-orchid-ar01145
97281,AR01146,"Mapplethorpe, Robert",artist,11413,Leaf,1989,"Photograph, gelatin silver print on paper",ARTIST ROOMS Tate and National Galleries of Scotland. Presented by the Robert Mapplethorpe Foundation 2010,1989,2011,unconfirmed: 610 x 508 mm,610,508,,mm,,,,http://www.tate.org.uk/art/artworks/mapplethorpe-leaf-ar01146
98202,AR01147,"Koons, Jeff",artist,2368,GIRAFFE (Red),1999,"Glass, plastic and stainless steel",ARTIST ROOMS Tate and National Galleries of Scotland. Acquired jointly through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1999,2011,unconfirmed: 2110 x 1530 x 30 mm,2110,1530,30,mm,,,,http://www.tate.org.uk/art/artworks/koons-giraffe-red-ar01147
112302,AR01148,"Creed, Martin",artist,2760,Work No. 944,2008,"21 works on paper, ink","ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation and Tate Members 2011",2008,2012,"image, each: 297 x 210 mm",,,,,,© Martin Creed,http://www.tate.org.uk/art/images/work/AR/AR01148_8.jpg,http://www.tate.org.uk/art/artworks/creed-work-no-944-ar01148
112304,AR01149,"Creed, Martin",artist,2760,Work No. 890: DON’T WORRY,2008,Neon lights,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation and Tate Members 2011",2008,2012,object: 505 x 500 x 60 mm,505,500,60,mm,,© Martin Creed,http://www.tate.org.uk/art/images/work/AR/AR01149_8.jpg,http://www.tate.org.uk/art/artworks/creed-work-no-890-dont-worry-ar01149
112305,AR01150,"Creed, Martin",artist,2760,Work No. 1102,2011,Acrylic paint on canvas,"ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation and Tate Members 2011",2011,2012,unconfirmed: 610 x 457 mm,610,457,,mm,,© Martin Creed,http://www.tate.org.uk/art/images/work/AR/AR01150_8.jpg,http://www.tate.org.uk/art/artworks/creed-work-no-1102-ar01150
112307,AR01151,"Creed, Martin",artist,2760,Work No. 837,2007,"Film, 35 mm, shown as video, 4 monitors, colour and sound","ARTIST ROOMS Presented by the artist jointly to National Galleries of Scotland and Tate and acquired with assistance of the ARTIST ROOMS Endowment, supported by the Henry Moore Foundation and Tate Members 2011",2007,2012,"duration: 1min, 53sec",,,,,,© Martin Creed,http://www.tate.org.uk/art/images/work/AR/AR01151_8.jpg,http://www.tate.org.uk/art/artworks/creed-work-no-837-ar01151
